seed,channel,calibrated,parameter,truth,posterior_mean,posterior_sd,q025,q975,relative_bias,covered_95,covered_50,interval_width_95,max_r_hat,min_ess_bulk,divergences,divergence_rate,seconds
8,video,False,beta,0.12946636145575022,0.18962761440502465,0.05473223684953111,0.11049694065147556,0.30364734903160745,0.46468636542193015,True,False,0.1931504083801319,1.02,311.0,90,0.09,145.95797896385193
8,video,False,slope,1.8,1.3486587573581845,0.3421808721781993,0.8335802929224966,2.1001566472883435,-0.25074513480100863,True,False,1.266576354365847,1.02,311.0,90,0.09,145.95797896385193
8,video,False,decay,0.65,0.6611546766674087,0.05313892038572735,0.5404836821553723,0.747997741801953,0.01716104102678255,True,True,0.20751405964658065,1.02,311.0,90,0.09,145.95797896385193
8,tv,False,roas,1.1042657171592514,1.2621066045901461,0.22795685832226828,0.9375280621662864,1.8162935481120939,0.14293741531426332,True,True,0.8787654859458075,1.02,311.0,90,0.09,145.95797896385193
8,tv,False,half_saturation,4.052375038704271,5.363152322951079,1.9188350800402825,3.1247507113896984,10.287132793643224,0.3234590263061936,True,False,7.162382082253526,1.02,311.0,90,0.09,145.95797896385193
8,tv,False,beta,0.15436373865877911,0.20718337961293767,0.05966469883597701,0.12555174727604937,0.3592418789905725,0.34217648142687396,True,False,0.23369013171452316,1.02,311.0,90,0.09,145.95797896385193
8,tv,False,slope,2.0,1.660478832253532,0.38849205407928,1.0496733955777982,2.5604430651335024,-0.169760583873234,True,False,1.5107696695557042,1.02,311.0,90,0.09,145.95797896385193
8,email,False,roas,4.177888100070802,4.087986811808351,3.438030252085047,0.39204630896694215,13.32111784132106,-0.021518357148179016,True,True,12.929071532354119,1.02,311.0,90,0.09,145.95797896385193
8,email,False,half_saturation,1.1839814293269217,4.6827665550092,4.412804245666863,0.41524969084092433,15.44453192210546,2.9551013546481832,True,False,15.029282231264535,1.02,311.0,90,0.09,145.95797896385193
8,email,False,beta,0.04730501668575489,0.11191035666990715,0.07294553721553566,0.021827410686225783,0.27165680753567284,1.3657185751211682,True,False,0.24982939684944705,1.02,311.0,90,0.09,145.95797896385193
8,email,False,slope,1.0,1.3223605679252406,0.5308451280931739,0.5504409438652639,2.6039483672219776,0.3223605679252406,True,True,2.053507423356714,1.02,311.0,90,0.09,145.95797896385193
8,email,False,decay,0.3,0.4974517145929635,0.2319076394955092,0.07180246369052222,0.8870533736975824,0.658172381976545,True,False,0.8152509100070602,1.02,311.0,90,0.09,145.95797896385193
9,search,True,roas,2.3118367679224465,1.9717962161869815,0.3593328501835595,1.3031498840490414,2.6477487583956267,-0.14708674784208298,True,False,1.3445988743465853,1.01,213.0,9,0.009,114.12429738044739
9,search,True,half_saturation,1.2237350802432936,1.318082157535209,0.587311817980196,0.8133811693937292,2.4772077159697194,0.07709763233489893,True,True,1.6638265465759903,1.01,213.0,9,0.009,114.12429738044739
9,search,True,beta,0.26255564947530746,0.22954840908996801,0.046762195994757304,0.1636565362259105,0.33218665434091693,-0.12571521675995653,True,False,0.16853011811500643,1.01,213.0,9,0.009,114.12429738044739
9,search,True,slope,1.1,1.3511088806798075,0.29931032969982735,0.8428108508466235,1.9666772743186447,0.2282808006180067,True,False,1.123866423472021,1.01,213.0,9,0.009,114.12429738044739
9,search,True,decay,0.15,0.16692269133948825,0.07290698794321777,0.03682502276720405,0.3200903979440393,0.11281794226325507,True,True,0.28326537517683525,1.01,213.0,9,0.009,114.12429738044739
9,social,True,roas,1.9383579748828146,2.0959632238490005,0.2883149206318786,1.5144397768941291,2.6429869280317764,0.08130863906895942,True,True,1.1285471511376473,1.01,213.0,9,0.009,114.12429738044739
9,social,True,half_saturation,1.2556629879478556,1.177341303821016,0.3999186390938118,0.8086457161179851,2.0031348724574003,-0.06237476526630885,True,True,1.194489156339415,1.01,213.0,9,0.009,114.12429738044739
9,social,True,beta,0.19186759000118625,0.19350020562293463,0.03154038230700907,0.14616030332268082,0.2717282012679876,0.00850907452237392,True,True,0.12556789794530676,1.01,213.0,9,0.009,114.12429738044739
9,social,True,slope,1.4,1.4856655224540565,0.32925586041761656,0.929641842248053,2.1708658832313374,0.061189658895754694,True,True,1.2412240409832844,1.01,213.0,9,0.009,114.12429738044739
